Gene	L3	L4	nhr-67	N2	max_wtLC/N2	RNAi_screen	Protein size(s)	Protein feature	TF	Disease ortholog	Strict human ortholog	NCBI KOG	Bork KOG	PFAM domain	WBPhenotype	NOT WBPheno
WBGene00000933|C14A4.2|dap-3	5.55	0.5	4.5	3.04	1.83		375 aa				StrictHumOrth	"KOG3928 (Mitochondrial ribosome small subunit component, mediator of apoptosis DAP3)"	"KOG3928: Mitochondrial ribosome small subunit component, mediator of apoptosis DAP3; meNOG07238: Ribosomal protein S29"	PF10236: Mitochondrial ribosomal death-associated protein 3	WBPhenotype: Emb; Lva; reduced brood size	NOT WBPheno: Bmd; Ste; Variant
WBGene00004131|F55A12.9|pqn-44	18.63	0.98	6.06	10.21	1.82		441-470 aa	Seg; Ncoils			StrictHumOrth	KOG3852 (Uncharacterized conserved protein)	KOG3852: Uncharacterized conserved protein; meNOG07058: Protein FAM46A	PF07984: Domain of unknown function (DUF1693)		NOT WBPheno: Bmd; Emb; Gro; Let; Lva; Lvl; Ste; Stp; Variant; postembryonic development variant
WBGene00016014|C23G10.7	119.03	2.93	0.93	65.26	1.82		408-572 aa				StrictHumOrth		KOG3790: Uncharacterized conserved protein; meNOG06929: Annotation not available	PF07021: Methionine biosynthesis protein MetW; PF07757: Predicted AdoMet-dependent methyltransferase		NOT WBPheno: Bmd; Emb; Gro; Let; Lva; Lvl; Ste; Stp; Variant; embryonic development variant; postembryonic development variant
WBGene00011924|T22C8.3	3.21	0	3.16	1.76	1.82		319 aa	Seg	Thomas+W_TF			KOG1721 (Zn-finger)	KOG1721: FOG: Zn-finger			NOT WBPheno: Bmd; Dyf; Emb; Gro; Let; Lva; Lvl; Ste; Stp; Variant; postembryonic development variant
WBGene00016067|C24H10.1	1.24	0	1.59	0.68	1.82		243 aa	SignalP; Tmhmm; Seg						PF07062: Clc-like		NOT WBPheno: Bmd; Emb; Gro; Lva; Lvl; Ste; Stp; Variant; postembryonic development variant
WBGene00021161|Y4C6B.7	0.31	0	0	0.17	1.82		162 aa	SignalP; Seg								
WBGene00000764|T03F1.2|coq-4	10.43	0	0	5.72	1.82		231 aa				StrictHumOrth		COG5031: Uncharacterized protein involved in ubiquinone biosynthesis; KOG3244: Protein involved in ubiquinone biosynthesis; meNOG10784: Ubiquinone biosynthesis protein COQ4 homolog	PF05019: Coenzyme Q (ubiquinone) biosynthesis protein Coq4	WBPhenotype: Age; coenzyme Q depleted; mitochondrial metabolism variant	NOT WBPheno: Bmd; Emb; Gro; Lva; Lvl; Ste; Stp; Variant; postembryonic development variant
WBGene00010612|K07A1.5	2.37	0.91	0	1.3	1.82		296 aa	Tmhmm; Seg				LSE0539 (Uncharacterized protein)		PF03057: Protein of unknown function		NOT WBPheno: Let; Variant; postembryonic development variant
WBGene00013367|Y60A3A.23	0.91	0	0	0.5	1.82		66 aa	SignalP; Tmhmm; Seg								
WBGene00022489|Y119D3B.12	4.24	1.39	8.55	2.33	1.82		224-339 aa	Seg; Ncoils					"COG5200: U1 snRNP component, mediates U1 snRNP association with cap-binding complex; KOG0796: Spliceosome subunit; meNOG07310: Camp regulatory element protein"	PF03194: LUC7 N_terminus		NOT WBPheno: Bmd; Emb; Gro; Lva; Lvl; Ste; Stp; Variant; postembryonic development variant
WBGene00001955|F58A4.7|hlh-11	4.35	11.57	20.52	6.37	1.82		136-431 aa	Seg; Ncoils	Thomas+W_TF		StrictHumOrth	KOG0561 (bHLH transcription factor)	KOG0561: bHLH transcription factor; meNOG12513: Transcription factor AP4	PF00010: Helix-loop-helix DNA-binding domain		NOT WBPheno: Bmd; Emb; Gro; Let; Lva; Lvl; Ste; Stp; Variant; embryonic development variant; postembryonic development variant
WBGene00018566|F47E1.2	0.12	2.65	0	1.46	1.82		744 aa	SignalP; Tmhmm; Seg				KOG3626 (Organic anion transporter)	KOG3626: Organic anion transporter; meNOG24212: Organic anion transporting polypeptide	PF03137: Organic Anion Transporter Polypeptide (OATP) family; PF07690: Major Facilitator Superfamily		NOT WBPheno: Bmd; Emb; Ste; Variant
WBGene00002783|F57B10.1|let-607	9.43	10.18	25.34	5.61	1.81		690 aa	Seg; Ncoils	Thomas+W_TF		StrictHumOrth	KOG0709 (CREB/ATF family transcription factor)	KOG0709: CREB/ATF family transcription factor; meNOG10426: Camp responsive element-binding protein 3-like	PF00170: bZIP transcription factor; PF07716: Basic region leucine zipper	WBPhenotype: Bmd; Clr; Dpy; Emb; Lva; Lvl; Sck; Unc; pattern of transgene expression variant; receptor mediated endocytosis defective; reduced brood size; small	NOT WBPheno: Ste; Variant
WBGene00000163|R11A5.1|apb-3	1.45	0	5.9	0.8	1.81		908-918 aa	Seg; Ncoils		OMIM_2010			"COG5096: Vesicle coat complex, various subunits; KOG1060: Vesicle coat complex AP-3, beta subunit; meNOG05107: Protein complex 3"	PF01602: Adaptin N terminal region	WBPhenotype: Dpy; Emb; Glo; Lva; fat content reduced; gut granule birefringence misplaced	NOT WBPheno: Bmd; Gro; Let; Lvl; Ste; Stp; Variant; fat content variant; postembryonic development variant; protein aggregation variant; transgene subcellular localization variant
WBGene00007546|C13C4.1|nhr-153	0.29	0	0	0.16	1.81		415 aa		Walhout_TF			LSE0562 (Nuclear hormone receptor)		"PF00104: Ligand-binding domain of nuclear hormone receptor; PF00105: Zinc finger, C4 type (two domains)"		NOT WBPheno: Bmd; Emb; Gro; Let; Lva; Lvl; Ste; Stp; Variant; postembryonic development variant
WBGene00008522|F02D8.5	0.67	0	0	0.37	1.81		89 aa	SignalP; Tmhmm								
WBGene00004701|EEED8.7|rsp-4	650.76	1141.61	316.83	630.53	1.81		126-196 aa	Seg			StrictHumOrth	"KOG4207 (Predicted splicing factor, SR protein superfamily)"	"KOG4207: Predicted splicing factor, SR protein superfamily; meNOG20177: Splicing factor, arginine/serine-rich 2"	"PF00076: RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)"	WBPhenotype: cell proliferation increased; excess intestinal cells	NOT WBPheno: Bmd; Emb; Gro; Let; Lva; Lvl; Sck; Ste; Stp; Variant; growth variant; postembryonic development variant; sterile F1
WBGene00015089|B0252.5	0	117.04	0	64.65	1.81		301 aa	Seg								NOT WBPheno: Bmd; Emb; Gro; Lva; Lvl; Ste; Stp; Variant; postembryonic development variant
WBGene00000120|C01F6.5|aly-1	1.18	13.54	0	7.48	1.81		223 aa	Seg				KOG0533 (RRM motif-containing protein)	KOG0533: RRM motif-containing protein; meNOG13336: Acts as chaperone and promotes the dimerization of transcription factors containing basic leucine zipper (bZIP) domains and thereby promotes transcriptional activation. Plays a role in mRNA processing and export. May function as scaffold that mediates interactions between proteins and/or RNA. Integral part of the THO/TREX complex that is recruited to transcribed genes and travels with the RNA polymerase during			NOT WBPheno: Bmd; Emb; Gro; Let; Lva; Lvl; Ste; Stp; Variant; mRNA surveillance defective; postembryonic development variant
WBGene00001064|T14B4.6|dpy-2	0.83	1.43	0	0.79	1.81		380 aa	Tmhmm; Seg				"KOG3544 (Collagens (type IV and type XIII), and related proteins)"	"KOG3544: Collagens (type IV and type XIII), and related proteins"	PF01391: Collagen triple helix repeat (20 copies); PF01484: Nematode cuticle collagen N-terminal domain	WBPhenotype: Bmd; Dpy; Gro; Rol; alae morphology variant; annulae morphology variant; helical cuticle; left handed roller; struts variant	NOT WBPheno: Emb; Ram; Ste; Variant
WBGene00008775|F13H10.4	10.04	7.53	169.62	5.55	1.81		789-796 aa	Tmhmm; Seg		OMIM_2010	StrictHumOrth		KOG2161: Glucosidase I; meNOG04507: Oligosaccharide protein	PF03200: Mannosyl oligosaccharide glucosidase	WBPhenotype: Gro; Unc; pale; protein aggregation variant	NOT WBPheno: Bmd; Emb; Let; Lva; Lvl; Ste; Stp; Variant; postembryonic development variant; transgene subcellular localization variant
WBGene00012637|Y38H8A.3	0	43.58	0	24.1	1.81		308 aa	Ncoils				KOG1164 (Casein kinase (serine/threonine/tyrosine protein kinase))	COG0515: Serine/threonine protein kinase; KOG1164: Casein kinase (serine/threonine/tyrosine protein kinase); meNOG05143: Tau tubulin kinase	PF00069: Protein kinase domain; PF07714: Protein tyrosine kinase		NOT WBPheno: Let; Variant; postembryonic development variant
WBGene00007699|C24H11.1	10.88	13.85	0	7.67	1.81		384 aa	Seg				"KOG0374 (Serine/threonine specific protein phosphatase PP1, catalytic subunit)"	"COG0639: Diadenosine tetraphosphatase and related serine/threonine protein phosphatases; KOG0374: Serine/threonine specific protein phosphatase PP1, catalytic subunit; meNOG04633: Protein phosphatase"	PF00149: Calcineurin-like phosphoesterase		NOT WBPheno: Let; Variant; postembryonic development variant
WBGene00019250|H28G03.2	23.46	34.31	0.47	19.01	1.8		275-548 aa	Seg; Ncoils								NOT WBPheno: Bmd; Emb; Gro; Lva; Lvl; Ste; Stp; Variant; postembryonic development variant
WBGene00007105|B0035.1	7.37	20.72	11.3	11.49	1.8		298-341 aa	Seg	Thomas+W_TF		StrictHumOrth	KOG2893 (Zn finger protein)	KOG2893: Zn finger protein; meNOG14272: Zinc finger protein 207			NOT WBPheno: Bmd; Emb; Gro; Let; Lva; Lvl; Ste; Stp; Variant; postembryonic development variant
WBGene00022474|Y119C1B.9	20.31	0.79	2.93	11.27	1.8		283 aa	SignalP								NOT WBPheno: Bmd; Emb; Ste; Variant
WBGene00005021|R10E11.4|sqv-3	0.63	0	0	0.35	1.8		289 aa	SignalP; Tmhmm		OMIM_2010	StrictHumOrth	"KOG3917 (Beta-1,4-galactosyltransferase B4GALT7/SQV-3)"	"KOG3917: Beta-1,4-galactosyltransferase B4GALT7/SQV-3; meNOG06459: 4-Galactosyltransferase"		WBPhenotype: Emb; Ocs; Ste; bloated; hermaphrodite sterile; late embryonic arrest; oocyte morphology variant; squashed vulva	NOT WBPheno: Bmd; Gro; Let; Lva; Lvl; Stp; Variant; embryonic development variant; pharyngeal development variant; postembryonic development variant
WBGene00009045|F22B5.10	305.48	33.51	139.49	169.89	1.8		186 aa	SignalP; Tmhmm; Seg; Ncoils			StrictHumOrth	KOG3312 (Predicted membrane protein)	KOG3312: Predicted membrane protein; meNOG07141: Transmembrane and coiled-coil domain-containing protein 1	PF01956: Integral membrane protein DUF106	WBPhenotype: body wall muscle myosin organization defective	NOT WBPheno: Bmd; Emb; Gro; Let; Lva; Lvl; Ste; Stp; Variant; postembryonic development variant
WBGene00001832|T03F1.9|hcp-4	179.52	0	0	99.96	1.8		866 aa	Seg; Ncoils				LSE3956 (Unnamed protein)			WBPhenotype: Emb; Mul; Ste; chromosome segregation variant; kinetochore organization variant; pattern of transgene expression variant; protein subcellular localization variant; receptor mediated endocytosis defective	
WBGene00011828|T19A6.3	10.52	4.78	0.95	5.86	1.8		140-142 aa	Tmhmm; Seg			StrictHumOrth	KOG4606 (Uncharacterized conserved protein)	KOG4606: Uncharacterized conserved protein; meNOG18533: Transmembrane protein 188			NOT WBPheno: Bmd; Emb; Ste; Variant
WBGene00007989|C37A5.2|fipr-22	0	1.99	0	1.11	1.79		191 aa	SignalP; Tmhmm; Seg				LSE0876 (Unnamed protein)				NOT WBPheno: Bmd; Emb; Let; Ste; Variant; postembryonic development variant
WBGene00018797|F54D7.2	0	0.43	0.16	0.24	1.79		393 aa	Tmhmm			StrictHumOrth	"KOG2877 (sn-1,2-diacylglycerol ethanolamine- and cholinephosphotranferases)"	"COG5050: sn-1,2-diacylglycerol ethanolamine- and cholinephosphotranferases; KOG2877: sn-1,2-diacylglycerol ethanolamine- and cholinephosphotranferases; meNOG04817: Catalyzes phosphatidylethanolamine biosynthesis from CDP-ethanolamine. It thereby plays a central role in the formation and maintenance of vesicular membranes. Involved in the foramtion of phosphatidylethanolamine via 'Kennedy' protein"	PF01066: CDP-alcohol phosphatidyltransferase	WBPhenotype: Gro; Let; Lva; Ste; organism hypertonic lethality increased; pale	NOT WBPheno: Bmd; Egl D; Emb; Variant; anoxia hypersensitive; postembryonic development variant
WBGene00000697|W08D2.6|col-123	3.4	0	0	1.9	1.79		358 aa	SignalP; Tmhmm; Seg				"KOG3544 (Collagens (type IV and type XIII), and related proteins)"	"KOG3544: Collagens (type IV and type XIII), and related proteins"	PF01391: Collagen triple helix repeat (20 copies); PF01484: Nematode cuticle collagen N-terminal domain		
WBGene00016191|C28G1.6	0	7.03	0	3.93	1.79		295 aa					KOG4185 (Predicted E3 ubiquitin ligase)	KOG4185: Predicted E3 ubiquitin ligase; meNOG14915: Tripartite motif-containing protein			NOT WBPheno: Bmd; Emb; Ste; Variant
WBGene00022270|Y73E7A.3	0	6.01	0	3.36	1.79		286-429 aa	Tmhmm; Seg			StrictHumOrth		"COG0697: Permeases of the drug/metabolite transporter (DMT) superfamily; KOG2766: Predicted membrane protein; meNOG05686: Solute carrier family 35, member protein"	PF00892: EamA-like transporter family; PF03151: Triose-phosphate Transporter family; PF06027: Eukaryotic protein of unknown function (DUF914); PF08449: UAA transporter family		NOT WBPheno: Bmd; Emb; Ste; Variant
WBGene00023492|T24D3.2	0	9.64	0	5.39	1.79		70 aa	Seg								
WBGene00006391|T12D8.7|taf-9	0	13.14	0	7.35	1.79		183 aa				StrictHumOrth	"KOG3334 (Transcription initiation factor TFIID, subunit TAF9 (also component of histone acetyltransferase SAGA))"	"COG5094: Transcription initiation factor TFIID, subunit TAF9 (also component of histone acetyltransferase SAGA); KOG3334: Transcription initiation factor TFIID, subunit TAF9 (also component of histone acetyltransferase SAGA); meNOG10917: Transcription protein"	"PF02291: Transcription initiation factor IID, 31kD subunit"	WBPhenotype: Emb; cell division precocious; embryonic arrest; protein expression absent; protein phosphorylation reduced; transgene expression reduced; transgene expression undetectable	NOT WBPheno: protein expression variant; transgene expression variant
WBGene00009987|F53F4.3	304.25	50.32	80.1	170.35	1.79		229 aa				StrictHumOrth	KOG3206 (Alpha-tubulin folding cofactor B)	COG5244: Dynactin complex subunit involved in mitotic spindle partitioning in anaphase B; KOG3206: Alpha-tubulin folding cofactor B; meNOG12410: Tubulin folding cofactor b	PF01302: CAP-Gly domain		NOT WBPheno: Bmd; Emb; Let; Ste; Variant; postembryonic development variant
WBGene00018217|F40A3.2	0.66	0.75	3.66	0.42	1.79		230 aa	SignalP; Tmhmm; Seg				"KOG1225 (Teneurin-1 and related extracellular matrix proteins, contain EGF-like repeats)"	"KOG1225: Teneurin-1 and related extracellular matrix proteins, contain EGF-like repeats"			NOT WBPheno: Bmd; Emb; Let; Ste; Variant; postembryonic development variant
WBGene00008688|F11A10.7	26.74	0.16	8.45	14.98	1.79		394 aa	Seg; Ncoils			StrictHumOrth	KOG0118 (RRM domain)	COG0724: RNA-binding proteins (RRM domain); KOG0118: FOG: RRM domain; meNOG14673: Protein 34 RNA binding motif protein 34	"PF00076: RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)"		NOT WBPheno: Bmd; Emb; Ste; Variant
WBGene00016848|C50F7.10	16.21	0.28	14.61	9.09	1.78		479 aa			OMIM_2010		"KOG0626 (Beta-glucosidase, lactase phlorizinhydrolase, and related proteins)"	"COG2723: Beta-glucosidase/6-phospho-beta-glucosidase/beta-galactosidase; KOG0626: Beta-glucosidase, lactase phlorizinhydrolase, and related proteins; meNOG07088: Lactase-Phlorizin hydrolase"	PF00232: Glycosyl hydrolase family 1		NOT WBPheno: Bmd; Emb; Gro; Let; Lva; Lvl; Ste; Stp; Variant; postembryonic development variant
WBGene00017045|D2007.5|atg-13	1.58	2.37	0.47	1.33	1.78		443 aa	Seg; Ncoils			StrictHumOrth	KOG3874 (Uncharacterized conserved protein)	KOG3874: Uncharacterized conserved protein; meNOG09281: Annotation not available	PF10033: Autophagy-related protein 13		NOT WBPheno: Bmd; Emb; Gro; Let; Lva; Lvl; Ste; Stp; Variant; embryonic development variant; postembryonic development variant; protein aggregation variant; transgene subcellular localization variant
WBGene00012887|Y45F10D.7	1.94	0	0.47	1.09	1.78		924 aa	Seg		OMIM_2010	StrictHumOrth		COG2319: FOG: WD40 repeat; KOG1539: WD repeat protein; meNOG05534: Wd-Repeat protein	"PF00400: WD domain, G-beta repeat; PF04192: Utp21 specific WD40 associated putative domain"	WBPhenotype: Age; Emb; Gro; Lva; early larval arrest; late larval arrest; paraquat resistant	NOT WBPheno: Bmd; Ste; Variant
WBGene00012216|W02D9.10	1.44	3.86	0	2.17	1.78		182 aa	Seg				LSE0808 (Unnamed protein)			WBPhenotype: Let; reduced brood size	NOT WBPheno: Bmd; Emb; Gro; Lva; Lvl; Ste; Stp; Variant; postembryonic development variant
WBGene00017208|F07E5.2|fbxb-35	0.72	1.65	0	0.93	1.77		315 aa					LSE0338 (Predicted transposase)		PF00646: F-box domain; PF07735: F-box associated		NOT WBPheno: Let; Variant; postembryonic development variant
WBGene00013605|Y95D11A.1	5.87	1.51	0.42	3.31	1.77		144 aa	SignalP; Seg							WBPhenotype: Emb; Gro; Let; Lva; Pvl; Sck; Ste; Stp; growth rate variant; reduced brood size; thin	NOT WBPheno: Variant; postembryonic development variant
WBGene00009142|F26A3.4	3.05	8.33	0.25	4.7	1.77		226 aa					KOG1718 (Dual specificity phosphatase)	COG2453: Predicted protein-tyrosine phosphatase; KOG1718: Dual specificity phosphatase	"PF00782: Dual specificity phosphatase, catalytic domain"	WBPhenotype: Age	NOT WBPheno: Bmd; Emb; Gro; Let; Lva; Lvl; Ste; Stp; Variant; postembryonic development variant; transgene expression reduced
WBGene00013598|Y87G2A.10|vps-28	80.48	41.55	19.35	45.43	1.77		210 aa				StrictHumOrth	KOG3284 (Vacuolar sorting protein VPS28)	KOG3284: Vacuolar sorting protein VPS28; meNOG07068: Vacuolar protein sorting-associated protein 28	PF03997: VPS28 protein	WBPhenotype: Emb; Gro; Let; Lva; Pvl; Sck; Ste; Unc; pale; protein degradation variant; thin	NOT WBPheno: protein aggregation variant; transgene subcellular localization variant
WBGene00006443|C45B11.1|pak-2	3.63	0	0	2.05	1.77		520-522 aa				StrictHumOrth		COG0515: Serine/threonine protein kinase; KOG0578: p21-activated serine/threonine protein kinase; meNOG04318: Activated kinase	PF00069: Protein kinase domain; PF00786: P21-Rho-binding domain; PF07714: Protein tyrosine kinase		NOT WBPheno: Bmd; Emb; Gro; Let; Lva; Lvl; Ste; Stp; Variant; postembryonic development variant
WBGene00012375|W09H1.5|mecr-1	368.69	33.9	323.48	208.28	1.77		344 aa	Ncoils			StrictHumOrth	KOG0025 (Zn2+-binding dehydrogenase (nuclear receptor binding factor-1))	COG0604: NADPH:quinone reductase and related Zn-dependent oxidoreductases; KOG0025: Zn2+-binding dehydrogenase (nuclear receptor binding factor-1); meNOG05399: Trans-2-Enoyl-Coa protein	PF00107: Zinc-binding dehydrogenase; PF08240: Alcohol dehydrogenase GroES-like domain	WBPhenotype: Age	NOT WBPheno: Bmd; Emb; Gro; Let; Lva; Lvl; Ste; Stp; Variant; postembryonic development variant
WBGene00006699|C47E12.5|uba-1	272.29	173.46	129.98	153.97	1.77		1028-1113 aa	Seg		OMIM_2010		KOG2012 (Ubiquitin activating enzyme UBA1)	COG0476: Dinucleotide-utilizing enzymes involved in molybdopterin and thiamine biosynthesis family 2; KOG2012: Ubiquitin activating enzyme UBA1; meNOG04337: Ubiquitin protein	PF00899: ThiF family; PF02134: Repeat in ubiquitin-activating (UBA) protein; PF09358: Ubiquitin-activating enzyme e1 C-terminal domain; PF10585: Ubiquitin-activating enzyme active site	WBPhenotype: Adl; Age; Emb; Let; Lvl; Sck; Ste; body size variant; fertilization defect male; hermaphrodite sperm fertilization defective; male fan development variant; male reproductive system morphology variant; pattern of transgene expression variant; progressive paralysis; protein aggregation variant; receptor mediated endocytosis defective; reduced brood size; somatic gonad morphology variant; spicules protrude; transgene subcellular localization variant	NOT WBPheno: embryonic cell morphology variant; protein modification variant; protein subcellular localization variant; spermatogenesis defective hermaphrodite
WBGene00020422|T10F2.2	0.39	1.13	2.27	0.64	1.77		301 aa	Seg		OMIM_2010	StrictHumOrth	KOG0763 (Mitochondrial ornithine transporter)	KOG0763: Mitochondrial ornithine transporter; meNOG05222: Mitochondrial protein	PF00153: Mitochondrial carrier protein		NOT WBPheno: Bmd; Emb; Gro; Let; Lva; Lvl; Ste; Stp; Variant; embryonic development variant; postembryonic development variant
WBGene00020480|T13C2.4|ssup-72	0.3	0	0	0.17	1.76		197 aa				StrictHumOrth		COG5211: RNA polymerase II-interacting protein involved in transcription start site selection; KOG2424: Protein involved in transcription start site selection; meNOG13071: RNA polymerase II			NOT WBPheno: Bmd; Emb; Let; Ste; Variant
